task_id,fix_mode_attempt_count,status,error_trace
0,0,pass,[]
1,0,pass,[]
2,0,pass,[]
3,0,pass,[]
4,0,pass,[]
5,0,pass,[]
6,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
7,0,pass,[]
8,0,pass,[]
9,0,pass,[]
10,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
11,0,pass,[]
12,5,fail,"[['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError'], ['FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError', 'FileNotFoundError']]"
13,4,pass,"[['FileNotFoundError'], ['UnknownError', 'FileNotFoundError'], ['UnknownError', 'FileNotFoundError'], ['UnknownError', 'FileNotFoundError']]"
14,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError'], ['AssertionError']]"
15,1,pass,[['AssertionError']]
16,0,pass,[]
17,5,fail,"[['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
18,0,pass,[]
19,0,pass,[]
20,3,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
21,0,pass,[]
22,0,pass,[]
23,1,pass,"[['AssertionError', 'AssertionError']]"
24,0,pass,[]
25,0,pass,[]
26,5,fail,"[['ValueError', 'ValueError', 'ValueError', 'ValueError'], ['AssertionError'], ['binascii.Error', 'AssertionError', 'UnknownError'], ['binascii.Error', 'NameError', 'AssertionError'], ['binascii.Error', 'NameError', 'AssertionError']]"
27,0,pass,[]
28,0,pass,[]
29,5,fail,"[['AttributeError', 'AttributeError', 'AttributeError'], ['AssertionError', 'UnicodeDecodeError', 'UnicodeDecodeError', 'AssertionError'], ['AssertionError', 'UnicodeDecodeError', 'UnicodeDecodeError', 'AssertionError'], ['AssertionError', 'UnicodeDecodeError', 'UnicodeDecodeError', 'AssertionError'], ['AssertionError', 'UnicodeDecodeError', 'UnicodeDecodeError', 'AssertionError']]"
30,0,pass,[]
31,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError']]"
32,5,fail,"[['TypeError', 'AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError']]"
33,0,pass,[]
34,0,pass,[]
35,5,fail,"[['TypeError', 'AttributeError', 'TypeError', 'AssertionError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'AttributeError', 'TypeError', 'TypeError', 'AssertionError'], ['TypeError', 'TypeError', 'AttributeError', 'TypeError', 'TypeError', 'AssertionError'], ['TypeError', 'TypeError', 'AttributeError', 'TypeError', 'TypeError', 'AssertionError']]"
36,5,fail,"[['TypeError', 'NameError', 'TypeError', 'NameError', 'NameError'], ['TypeError', 'AssertionError', 'TypeError'], ['AssertionError', 'AssertionError', 'TypeError', 'TypeError'], ['AssertionError', 'AssertionError', 'TypeError', 'TypeError'], ['TypeError', 'AssertionError', 'AssertionError', 'TypeError']]"
37,0,pass,[]
38,0,pass,[]
39,4,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
40,0,pass,[]
41,1,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
42,0,pass,[]
43,0,pass,[]
44,3,pass,"[['AssertionError', 'ValueError', 'ValueError', 'ValueError'], ['AssertionError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['AssertionError', 'ValueError', 'ValueError', 'ValueError', 'ValueError']]"
45,1,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
