task_id,fix_mode_attempt_count,status,error_trace
0,0,pass,[]
1,0,pass,[]
2,0,pass,[]
3,0,pass,[]
4,0,pass,[]
5,0,pass,[]
6,0,pass,[]
7,0,pass,[]
8,0,pass,[]
9,0,pass,[]
10,1,pass,[['AssertionError']]
11,0,pass,[]
12,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['RuntimeError', 'RuntimeError', 'RuntimeError', 'RuntimeError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['RuntimeError', 'FileNotFoundError', 'RuntimeError', 'FileNotFoundError', 'RuntimeError', 'RuntimeError']]"
13,1,pass,[['FileNotFoundError']]
14,5,fail,"[['AssertionError'], ['AssertionError'], ['AssertionError'], ['UnknownError', 'UnknownError', 'AssertionError', 'UnknownError', 'UnknownError'], ['UnknownError', 'UnknownError', 'AssertionError', 'UnknownError', 'UnknownError']]"
15,1,pass,[['AssertionError']]
16,0,pass,[]
17,3,pass,"[['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError']]"
18,0,pass,[]
19,0,pass,[]
20,1,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
21,0,pass,[]
22,0,pass,[]
23,1,pass,[['AssertionError']]
24,0,pass,[]
25,0,pass,[]
26,5,fail,"[['ValueError', 'ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError', 'ValueError', 'ValueError']]"
27,0,pass,[]
28,0,pass,[]
29,5,fail,"[['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError'], ['AssertionError', 'UnicodeDecodeError', 'AssertionError', 'UnicodeDecodeError']]"
30,0,pass,[]
31,5,fail,"[['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError']]"
32,5,fail,"[['AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError']]"
33,0,pass,[]
34,2,pass,"[['AssertionError'], ['AssertionError']]"
35,5,fail,"[['ValueError', 'AttributeError', 'ValueError', 'AssertionError', 'ValueError', 'ValueError'], ['AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError', 'TypeError'], ['AssertionError', 'AssertionError']]"
36,5,fail,"[['AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError', 'AttributeError'], ['AssertionError', 'numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError', 'numpy.linalg.LinAlgError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'ValueError', 'ValueError', 'ValueError'], ['ValueError', 'AssertionError', 'ValueError', 'ValueError']]"
37,0,pass,[]
38,0,pass,[]
39,5,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError'], ['AssertionError'], ['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
40,0,pass,[]
41,1,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
42,0,pass,[]
43,1,pass,"[['AssertionError', 'AssertionError']]"
44,3,pass,"[['ValueError', 'ValueError', 'ValueError'], ['ValueError', 'ValueError', 'ValueError'], ['AssertionError', 'ValueError']]"
45,1,pass,"[['AssertionError', 'AssertionError', 'AssertionError', 'AssertionError', 'AssertionError']]"
46,5,fail,"[['ValueError', 'TypeError', 'TypeError', 'ValueError', 'TypeError', 'TypeError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'ValueError', 'IndexError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'ValueError', 'IndexError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'ValueError', 'IndexError', 'TypeError'], ['TypeError', 'TypeError', 'TypeError', 'TypeError', 'ValueError', 'IndexError', 'TypeError']]"
47,0,pass,[]
48,0,pass,[]
